('kinase', 0.40048110131942194)
('inhibitor', 0.20024055065971097)
('sgc-unc', 0.13349370043980732)
('chemical', 0.11906365447839803)
('postdoctoral', 0.10357368767214975)
('protein', 0.10187896907961677)
('probe', 0.08455564762140413)
('fellow', 0.07664134142761994)
('putative', 0.06674685021990366)
('kinase-specific', 0.06674685021990366)
('structure-selectivity', 0.06674685021990366)
('chemotypes', 0.06674685021990366)
('structure-activity', 0.06674685021990366)
('sgc', 0.06674685021990366)
('subfamiliy', 0.06674685021990366)
('pkis', 0.06674685021990366)
('compounds.', 0.06674685021990366)
('de-orphanized', 0.06674685021990366)
('eshelman', 0.06674685021990366)
('library.', 0.06674685021990366)
('chapel', 0.06176018052864795)
('genomics', 0.061113503127124234)
('unc', 0.05884316603488702)
('gsk', 0.05884316603488702)
('hill', 0.05677351150987697)
('selective', 0.05677351150987697)
('genomics.', 0.05385649768860057)
('computational', 0.05236667171229317)
('compound', 0.05018149589101347)
('cheminformatics', 0.05018149589101347)
('consortium', 0.05018149589101347)
('structural', 0.049495811816704115)
('entail', 0.04776083500813601)
('thus', 0.04680017885220828)
('human', 0.04668726393929756)
('chemist', 0.0459528202284252)
('biologist', 0.0451948322521135)
('carolina', 0.0451948322521135)
('molecular modeling', 0.04358948632450118)
('enrich', 0.04181351924820364)
('ultimate', 0.04159214108135745)
('expansion', 0.03952249328117107)
('scheme', 0.03936081873169603)
('testing.', 0.038460368500731805)
('published', 0.03832067071380997)
('collaborator', 0.038049158907817585)
('pharmacy', 0.037291173621426796)
('rational', 0.037291173621426796)
('scientists.', 0.03549650261020603)
('the', 0.035256771233877035)
('multidisciplinary', 0.034701243379073016)
('experimental', 0.033129447873732225)
('develop', 0.03286384364178973)
('multivariate', 0.03218562911002634)
('detection', 0.031728703513423426)
('laboratory', 0.030325408799071144)
('north', 0.030280019765119827)
('school', 0.029841217045961464)
('collection', 0.029508481291576426)
('database', 0.028327185092365682)
('candidate', 0.02814537829650584)
('worldwide', 0.02797669660562058)
(u'Chemical Engineering', 0.02705311126427479)
('skills.', 0.02671450414787385)
('researcher', 0.026605086559592865)
('university', 0.026417521192698728)
('interested', 0.02588249543881981)
('prioritize', 0.025316114708501914)
('maintaining', 0.024812217630340944)
('recruiting', 0.024812217630340944)
('bioinformatics', 0.023447894174481693)
('significant', 0.022908516012935098)
('objective', 0.022153808341338413)
('ideal', 0.021714241075351515)
('project', 0.02164056503133938)
('includes', 0.021261143249030414)
('unique', 0.020607267253971218)
('automated', 0.020607267253971218)
('specific', 0.019953858655992956)
('comprehensive', 0.019374736464868397)
(u'Biological Engineering', 0.01892227180199058)
('working', 0.01878585774226959)
('current', 0.018756255508122054)
('new', 0.018677145218005523)
('successful', 0.018585075927007873)
('relationship', 0.018340011628784493)
('plus', 0.016052318034014877)
('[0]', 0.015800105975139443)
('set', 0.015475090995064743)
('predictive', 0.015440507248438649)
('data mining', 0.015266038335842717)
('statistical', 0.014962255243247981)
('part', 0.01481316521780945)
('identify', 0.014792116701151204)
('testing', 0.014729338236690741)
('expertise', 0.013581166025713947)
('well', 0.013532488714050505)
('developing', 0.013484138647006975)
('technique', 0.013129431580717148)
('large', 0.01251816517084625)
('understanding', 0.012196094726934859)
('this', 0.011495243168742874)
('position', 0.011199095919276902)
('knowledge', 0.009973794555700154)
('strong', 0.009909552031662406)
('programming', 0.007930325430466734)
(u'Doctor', 0.007835840084722791)
('team', 0.00706036748881965)
(u'Computer Science', 0.006513350693181279)
('experience', 0.006090688807045525)
('modeling', 0.005842774741162248)
